5550093	5550093-XZ-D+17_06_02+14619+77.25
5550095	5550095+17_05_16+72250+89.04
5550097	5550097+17_05_16+15055+89.11
5550139	5550139+17_06_23+52028+86.02
5550140	5550140+17_06_23+25486+88.39
5550196	5550196A+17_04_21+35260+78.63
5550196	5550196B+17_04_21+27291+78.27
5550202	5550202A+17_04_21+34550+77.75
5550202	5550202B+17_04_21+24509+78.84
5550203	5550203+17_05_16+77934+88.13
5550229	5550229+17_06_23+45228+87.56
5550266	5550266+17_06_23+50762+88.71
5550328	5550328+17_05_16+57493+87.63
5550329	5550329+17_05_16+63110+90.13
5550330	5550330+17_05_16+52262+85.57
5550332	5550332+17_05_16+41750+88.97
5550333	5550333+17_06_05+65124+60.92
5550333	5550333+17_06_13+6935+77.32
5550333	5550333+17_06_23+750+91.88
5550333	5550333-LZ-A+17_06_02+35787+83.96
5550333	5550333-LZ-B+17_06_02+36159+83.56
5550333	5550333-LZ-C+17_06_02+18527+84.9
5550333	5550333-LZ-D+17_06_02+18458+84.18
5550333	5550333-X-A+17_06_02+24460+86.13
5550333	5550333-X-B+17_06_02+30881+85.12
5550333	5550333-X-C+17_06_02+14862+86.08
5550333	5550333-X-D+17_06_02+14968+85.38
5550333	5550333-XZ-A+17_06_02+33080+86.07
5550333	5550333-XZ-B+17_06_02+34193+86.91
5550333	5550333-XZ-C+17_06_02+16680+86.03
5550333	5550333-XZ-D+17_06_02+17101+86.41
5550334	5550334+17_05_16+45363+90.28
5550336	5550336+17_06_13+10055+74.91
5550336	5550336+17_06_23+1177+88.01
5550337	5550337+17_05_16+125392+87.01
5550338	5550338+17_05_16+65904+88.71
5550339	5550339+17_05_16+78379+88.64
5550340	5550340+17_05_16+85080+89.56
5550341	5550341+17_05_16+38563+87.63
5550342	5550342+17_05_16+22504+88.62
5550343	5550343+17_05_16+77625+88.91
5550344	5550344A+17_04_21+26794+78.52
5550344	5550344B+17_04_21+16267+77.85
5550345	5550345+17_05_16+16890+88.09
5550346	5550346+17_05_16+68449+91.46
5550348	5550348+17_06_05+35050+55.49
5550348	5550348+17_06_13+21189+82.68
5550348	5550348+17_06_23+1113+91.64
5550349	5550349+17_06_05+60231+57.21
5550349	5550349+17_06_13+28948+84.13
5550349	5550349+17_06_23+1678+93.17
5550351	5550351+17_05_16+19833+89.63
5550352	5550352+17_05_16+51938+89.75
5550353	5550353+17_05_16+62215+88.23
5550354	5550354+17_05_16+62290+90.67
5550357	5550357+17_06_05+57149+59.47
5550357	5550357+17_06_13+11069+83.3
5550357	5550357+17_06_23+668+89.16
5550357	5550357-LZ-A+17_06_02+32431+84.8
5550357	5550357-LZ-B+17_06_02+31382+85.33
5550357	5550357-LZ-C+17_06_02+16939+84.57
5550357	5550357-LZ-D+17_06_02+14543+85.33
5550357	5550357-X-A+17_06_02+22288+78.41
5550357	5550357-X-B+17_06_02+24990+83.92
5550357	5550357-X-C+17_06_02+12861+78.66
5550357	5550357-X-D+17_06_02+13224+84.15
5550357	5550357-XZ-A+17_06_02+30032+85.34
5550357	5550357-XZ-B+17_06_02+28834+86.17
5550357	5550357-XZ-C+17_06_02+15581+84.56
5550357	5550357-XZ-D+17_06_02+15013+85.87
5550358	5550358+17_05_16+82481+91.68
5550359	5550359+17_06_05+57734+59.32
5550359	5550359+17_06_13+11123+81.59
5550359	5550359+17_06_23+576+89.48
5550361	5550361+17_05_16+21130+89.19
5550364	5550364+17_05_16+71039+87.71
5550365	5550365+17_05_16+27031+88.3
5550368	5550368+17_06_05+41820+58.84
5550368	5550368+17_06_13+4767+73.49
5550368	5550368+17_06_23+515+88.91
5550369	5550369+17_05_16+15167+87.51
5550369	0005550369-2+17_05_16+16350+89.38
5550373	5550373+17_05_16+83790+88.74
5550373	5550373-LZ-A+17_06_02+19010+82.45
5550373	5550373-LZ-B+17_06_02+24309+83.14
5550373	5550373-LZ-C+17_06_02+11602+82.54
5550373	5550373-LZ-D+17_06_02+11733+83.09
5550373	5550373-X-A+17_06_02+23942+83.71
5550373	5550373-X-B+17_06_02+24803+84.24
5550373	5550373-X-C+17_06_02+14155+83.4
5550373	5550373-X-D+17_06_02+13265+83.36
5550373	5550373-XZ-A+17_06_02+29647+80.69
5550373	5550373-XZ-B+17_06_02+25386+81.7
5550373	5550373-XZ-C+17_06_02+14076+81.2
5550373	5550373-XZ-D+17_06_02+15188+81.4
5550374	5550374+17_05_16+50684+87.32
5550383	5550383+17_06_13+12387+74.89
5550383	5550383+17_06_23+1462+87.85
5550385	5550385+17_05_16+34792+88.23
5550387	5550387+17_05_16+62836+90.51
5550390	5550390+17_06_05+17047+53.68
5550390	5550390+17_06_13+9758+78.7
5550390	5550390+17_06_23+1268+90.31
5550394	5550394+17_05_16+53320+89.17
5550397	5550397+17_06_05+32198+54.39
5550397	5550397+17_06_13+7697+77.13
5550397	5550397+17_06_23+764+90.25
5550397	5550397-LZ-A+17_06_02+6282+82.84
5550397	5550397-LZ-B+17_06_02+10680+88.41
5550397	5550397-LZ-C+17_06_02+4559+82.99
5550397	5550397-LZ-D+17_06_02+4544+87.68
5550397	5550397-X-A+17_06_02+30398+88.2
5550397	5550397-X-B+17_06_02+25264+85.65
5550397	5550397-X-C+17_06_02+16419+87.89
5550397	5550397-X-D+17_06_02+14123+85.92
5550397	5550397-XZ-A+17_06_02+33698+85.99
5550397	5550397-XZ-B+17_06_02+25437+84.73
5550397	5550397-XZ-C+17_06_02+18787+85.44
5550397	5550397-XZ-D+17_06_02+14437+84.77
5550401	5550401+17_06_05+27653+53.11
5550401	5550401+17_06_13+14247+81.95
5550401	5550401+17_06_23+714+86.4
5550405	5550405+17_05_16+58597+90.38
5550407	5550407+17_05_16+51535+89.74
5550410	5550410+17_05_16+11740+88.14
5550411	5550411+17_05_16+36437+89.09
5550414	5550414+17_05_16+48401+84.12
5550415	5550415+17_06_05+88887+60.01
5550415	5550415+17_06_13+7183+74.43
5550415	5550415+17_06_23+713+89.66
5550416	5550416+17_06_05+18367+55.42
5550416	5550416+17_06_13+8596+81.9
5550416	5550416+17_06_23+725+94.25
5550418	5550418+17_06_05+28723+59.83
5550418	5550418+17_06_13+3198+75.12
5550418	5550418+17_06_23+341+89.78
5550418	5550418-LZ-A+17_06_02+32908+80.1
5550418	5550418-LZ-B+17_06_02+31381+83.09
5550418	5550418-LZ-C+17_06_02+17449+80.38
5550418	5550418-LZ-D+17_06_02+15486+83.41
5550418	5550418-X-A+17_06_02+29047+79.15
5550418	5550418-X-B+17_06_02+28594+76.84
5550418	5550418-X-C+17_06_02+16122+79.22
5550418	5550418-X-D+17_06_02+14240+78.69
5550418	5550418-XZ-A+17_06_02+32890+83.82
5550418	5550418-XZ-B+17_06_02+29506+85.1
5550418	5550418-XZ-C+17_06_02+15913+83.45
5550418	5550418-XZ-D+17_06_02+14837+85.09
5550419	5550419+17_06_05+59812+57.56
5550419	5550419+17_06_13+6948+75.94
5550419	5550419+17_06_23+654+91.02
5550426	5550426+17_05_16+60436+87.25
5550427	5550427+17_05_16+43136+86.96
5550428	5550428+17_05_16+64973+88.61
5550429	5550429+17_06_05+13964+52.68
5550429	5550429+17_06_13+9351+78.3
5550429	5550429+17_06_23+803+91.54
5550430	5550430+17_05_16+70775+90.95
5550433	5550433+17_05_16+89579+88.1
5550439	5550439+17_05_16+62653+87.34
5550443	5550443+17_06_05+69849+60.54
5550443	5550443+17_06_13+15230+82.68
5550443	5550443+17_06_23+701+92.02
5550444	5550444+17_05_16+47533+87.82
5550446	5550446+17_05_16+64665+87.93
5550449	5550449+17_06_13+6845+78.41
5550449	5550449+17_06_23+480+86.5
5550450	5550450+17_05_16+67031+89.92
5550451	5550451+17_05_16+56074+89.28
5550454	5550454+17_05_16+42924+84.78
5550461	5550461+17_06_13+14919+72.51
5550461	5550461+17_06_23+1655+85.5
5550508	5550508+17_06_05+51395+58.07
5550508	5550508+17_06_13+12311+84.39
5550508	5550508+17_06_23+628+89.93
5550511	5550511+17_05_16+69926+87.88
5550512	5550512+17_05_16+53537+91.4
5550527	5550527+17_05_16+11747+87.58
5550532	5550532+17_06_05+36190+55.59
5550532	5550532+17_06_13+9576+82.94
5550532	5550532+17_06_23+579+90.49
5550538	5550538+17_05_16+62965+89.18
5550542	5550542+17_06_05+26905+55.62
5550542	5550542+17_06_13+10173+81.74
5550542	5550542+17_06_23+657+94
5550566	5550566+17_05_16+75294+87.07
5550573	5550573+17_05_16+39976+89.02
5550582	5550582+17_06_23+35475+88.38
5550583	5550583+17_05_16+68289+88.84
5550584	5550584+17_05_16+21827+88.74
5550586	5550586+17_06_05+19112+54.05
5550586	5550586+17_06_13+8616+79.9
5550586	5550586+17_06_23+1157+91.64
5550588	5550588+17_05_16+60384+89.53
5550591	5550591+17_05_16+65935+89.3
5550596	5550596+17_06_13+18460+83.58
5550596	5550596+17_06_23+1117+92.03
5550599	5550599+17_06_23+47654+89.07
5550600	5550600+17_06_05+52478+56.9
5550600	5550600+17_06_13+13823+82.82
5550600	5550600+17_06_23+576+91.51
5550600	5550600-LZ-A+17_06_02+28715+78.79
5550600	5550600-LZ-B+17_06_02+31654+84.21
5550600	5550600-LZ-C+17_06_02+14837+78.16
5550600	5550600-LZ-D+17_06_02+16029+84.06
5550600	5550600-X-A+17_06_02+13491+85.05
5550600	5550600-X-B+17_06_02+4359+86.74
5550600	5550600-X-C+17_06_02+2942+84.41
5550600	5550600-X-D+17_06_02+3900+86.86
5550600	5550600-XZ-A+17_06_02+27872+78.38
5550600	5550600-XZ-B+17_06_02+29296+86.34
5550600	5550600-XZ-C+17_06_02+16517+80.59
5550600	5550600-XZ-D+17_06_02+15106+86.51
5550601	5550601+17_05_16+49777+89.17
5550603	5550603+17_06_05+43614+55.89
5550603	5550603+17_06_13+10695+83.39
5550603	5550603+17_06_23+508+88.12
5550608	5550608+17_05_16+88987+88.64
5550617	5550617+17_05_16+45235+89.57
5550622	5550622+17_05_16+61668+88.55
5550630	5550630+17_05_16+59881+90.62
5550636	5550636+17_06_05+22138+51.35
5550636	5550636+17_06_13+14306+79.26
5550636	5550636+17_06_23+846+85.85
5550646	5550646+17_05_16+55177+87.58
5550647	5550647+17_05_16+77633+88.76
5550648	5550648+17_06_05+45601+57.66
5550648	5550648+17_06_13+11084+82.85
5550648	5550648+17_06_23+641+89.38
5550649	5550649+17_05_16+45522+90.13
5550650	5550650+17_05_16+68230+91.28
5550651	5550651+17_05_16+19143+87.06
5550667	5550667+17_06_05+26145+56.78
5550667	5550667+17_06_13+9761+80.71
5550667	5550667+17_06_23+1232+91.19
5550717	5550717+17_06_05+22919+51.7
5550717	5550717+17_06_13+15815+79.7
5550717	5550717+17_06_23+770+88.6
5550717	5550717-LZ-A+17_06_02+37926+85.83
5550717	5550717-LZ-B+17_06_02+34631+86.54
5550717	5550717-LZ-C+17_06_02+18986+85.82
5550717	5550717-LZ-D+17_06_02+16866+86.26
5550717	5550717-X-A+17_06_02+29489+86.1
5550717	5550717-X-B+17_06_02+34511+86.65
5550717	5550717-X-C+17_06_02+17806+85.76
5550717	5550717-X-D+17_06_02+17769+86.65
5550717	5550717-XZ-A+17_06_02+31608+83.38
5550717	5550717-XZ-B+17_06_02+35811+86.27
5550717	5550717-XZ-C+17_06_02+16841+83.63
5550717	5550717-XZ-D+17_06_02+19018+86.24
5550720	5550720+17_05_16+87625+91.11
5550725	0005550725-2+17_05_16+76728+86.47
5550727	5550727+17_05_16+13800+86.24
5550727	5550727-LZ-A+17_06_02+28918+85.71
5550727	5550727-LZ-B+17_06_02+30152+84.26
5550727	5550727-LZ-C+17_06_02+15286+85.56
5550727	5550727-LZ-D+17_06_02+14587+83.87
5550727	5550727-X-A+17_06_02+31007+87.08
5550727	5550727-X-B+17_06_02+35458+86.37
5550727	5550727-X-C+17_06_02+16881+86.76
5550727	5550727-X-D+17_06_02+17852+86.05
5550727	5550727-XZ-A+17_06_02+34106+87.01
5550727	5550727-XZ-B+17_06_02+33363+85.56
5550727	5550727-XZ-C+17_06_02+17332+86.76
5550727	5550727-XZ-D+17_06_02+17682+85.21
5550754	5550754+17_05_16+76892+90.27
5550755	5550755+17_05_16+66210+90.88
5550778	5550778+17_06_05+30109+56.8
5550778	5550778+17_06_13+3261+70.86
5550778	5550778+17_06_23+416+87.55
5550778	5550778-LZ-A+17_06_02+26761+83.65
5550778	5550778-LZ-B+17_06_02+20720+79.54
5550778	5550778-LZ-C+17_06_02+13832+83.91
5550778	5550778-LZ-D+17_06_02+12643+79.2
5550778	5550778-X-A+17_06_02+12909+85.36
5550778	5550778-X-B+17_06_02+10060+85.58
5550778	5550778-X-C+17_06_02+6737+85
5550778	5550778-X-D+17_06_02+4894+85.23
5550778	5550778-XZ-A+17_06_02+9815+79.28
5550778	5550778-XZ-B+17_06_02+10139+79.29
5550778	5550778-XZ-C+17_06_02+6079+84.25
5550778	5550778-XZ-D+17_06_02+5981+79.19
5550805	5550805+17_05_16+21578+89.73
5550805	0005550805-2+17_05_16+20383+89.71
5550819	5550819+17_05_16+40371+86.79
5551460	5551460+17_06_13+11552+73.91
5551460	5551460+17_06_23+1439+87.16
5551469	5551469+17_06_13+15052+80.53
5551469	5551469+17_06_23+995+90.39
GI01005006	GI01005006A+17_01_16+40015+86.6
GI01005006	GI01005006B+17_01_16+37453+85.77
GI01005006	GI01005006C+17_01_16+11652+83.64
GI01005006	GI01005006D+17_01_16+16731+85.97
GI01005006	GI01005006E+17_01_16+20944+85.94
GI01005016	GI01005016+17_06_05+39584+57.73
GI01005016	GI01005016+17_06_13+10857+82.89
GI01005016	GI01005016+17_06_23+615+87.47
GI01005016	GI01005016-LZA+17_06_13+8239+80.87
GI01005016	GI01005016-LZA+17_06_23+509+87.74
GI01005016	GI01005016-LZ-A+17_06_02+20201+85.59
GI01005016	GI01005016-LZB+17_06_13+12623+81.25
GI01005016	GI01005016-LZB+17_06_23+1901+91.46
GI01005016	GI01005016-LZ-B+17_06_02+19146+82.96
GI01005016	GI01005016-LZ-C+17_06_02+10164+85.58
GI01005016	GI01005016-LZ-D+17_06_02+9913+82.87
GI01005016	GI01005016-XA+17_06_13+12824+79.56
GI01005016	GI01005016-XA+17_06_23+969+87.7
GI01005016	GI01005016-X-A+17_06_02+7335+82.31
GI01005016	GI01005016-XB+17_06_13+7489+78.95
GI01005016	GI01005016-XB+17_06_23+1114+87.58
GI01005016	GI01005016-X-B+17_06_02+5388+86.17
GI01005016	GI01005016-X-C+17_06_02+4981+82.18
GI01005016	GI01005016-X-D+17_06_02+4159+86.1
GI01005016	GI01005016-XZA+17_06_13+4649+75.79
GI01005016	GI01005016-XZA+17_06_23+615+88.08
GI01005016	GI01005016-XZ-A+17_06_02+25340+86.28
GI01005016	GI01005016-XZB+17_06_13+14541+80.84
GI01005016	GI01005016-XZB+17_06_23+1070+88.95
GI01005016	GI01005016-XZ-B+17_06_02+20298+86.37
GI01005016	GI01005016-XZ-C+17_06_02+12829+85.62
GI01005016	GI01005016-XZ-D+17_06_02+11095+85.78
GI01005022	GI01005022A+17_03_17+132+27.97
GI01005022	GI01005022A+17_03_21+55984+80.9
GI01005022	GI01005022A+17_03_24+33576+81.01
GI01005022	GI01005022B+17_03_17+43+27.68
GI01005022	GI01005022B+17_03_21+53221+81.49
GI01005022	GI01005022B+17_03_24+26788+82.49
GI01005027	GI01005027+17_06_05+29372+56.13
GI01005027	GI01005027+17_06_13+17238+82.92
GI01005027	GI01005027+17_06_23+925+91.45
GI01005031	GI01005031A+17_02_17+16931+85.69
GI01005031	GI01005031AW+17_02_17+49194+86.65
GI01005031	GI01005031B+17_02_17+22696+86.97
GI01005031	GI01005031BW+17_02_17+50789+86.44
GI01005031	GI01005031C+17_02_17+18946+85.9
GI01005033	GI01005033+17_05_16+47907+87.41
GI01005035	GI01005035A+17_04_21+28828+78.7
GI01005035	GI01005035B+17_04_21+28589+79.58
GI01005040	GI01005040B+17_04_14+26742+82.95
GI01005042	GI01005042+17_06_05+50003+57.91
GI01005042	GI01005042+17_06_13+6048+76.49
GI01005042	GI01005042+17_06_23+630+91.03
GI01005042	GI01005042-LZ-A+17_06_02+27984+86.78
GI01005042	GI01005042-LZ-B+17_06_02+22093+82.91
GI01005042	GI01005042-LZ-C+17_06_02+16067+86.16
GI01005042	GI01005042-LZ-D+17_06_02+11445+82.15
GI01005042	GI01005042-X-A+17_06_02+21792+85.59
GI01005042	GI01005042-X-B+17_06_02+17944+84.66
GI01005042	GI01005042-X-C+17_06_02+6698+84.85
GI01005042	GI01005042-X-D+17_06_02+6650+83.77
GI01005042	GI01005042-XZ-A+17_06_02+25603+85.02
GI01005042	GI01005042-XZ-B+17_06_02+24655+78.85
GI01005042	GI01005042-XZ-C+17_06_02+13664+81.92
GI01005042	GI01005042-XZ-D+17_06_02+14070+79.6
GI01005046	GI01005046A+17_03_21+45211+81.08
GI01005046	GI01005046A+17_03_24+25667+82.33
GI01005046	GI01005046B+17_03_21+27626+79.89
GI01005046	GI01005046B+17_03_24+14460+79.3
GI01005057	GI01005057+17_05_16+73227+88.78
